역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
0122,반석,S3001,대전 도시철도 1호선,Banseok,盤石,일반역,,,36.392128,127.314581,대전교통공사,대전광역시 유성구 북유성대로 지하 303(반석동),042-539-3622,2022-05-09
0144,반야월,S2701,대구 도시철도 1호선,Banyawol,半夜月,일반역,,,35.865948,128.713663,대구교통공사,동구 안심로 지하261 (동호동),053-962-7798,2025-03-31
0409,반여농산물시장,L2604,부산 경량도시철도 4호선,Banyeo Agricultural Market,盤如農産物市場,일반역,,,35.21778,129.12397,부산광역시 부산교통공사,부산광역시 해운대구 반송로 550,051-678-6409,2022-11-30
1753,반월역,I4103,안산과천선,Banwol,半 月,일반역,,,37.312244,126.903684,한국철도공사,경기도 안산시 상록구 건건로 119-10,1588-7788,2025-04-08
0130,반월당,S2701,대구 도시철도 1호선,Banwoldang,半月堂,환승역,S0130+S0230,대구도시철도1호선+대구도시철도2호선,35.86389,128.593312,대구교통공사,중구 달구벌대로 지하2100 (덕산동),053-255-7735,2025-03-31
0230,반월당,S2702,대구 도시철도 2호선,Banwoldang,半月堂,환승역,S0230+S0130,대구도시철도2호선+대구도시철도1호선,35.865592,128.593334,대구교통공사,중구 달구벌대로 지하2100 (덕산동),053-252-0689,2025-03-31
0733,반포,S1107,7호선,Banpo,盤浦,일반역,,,37.508171,127.011717,서울교통공사,서울특별시 서초구 신반포로 지하241(잠원동),02-6311-7331,2024-12-31
U110,발곡,L41U1,의정부,Balgok,钵谷,일반역,,,37.726983,127.052889,의정부경량전철㈜,경기도 의정부시 장곡로 258,031-820-1000,2023-09-04
0515,발산,S1105,5호선,Balsan,鉢山,일반역,,,37.558692,126.837633,서울교통공사,서울특별시 강서구 공항대로 지하267(마곡동),02-6311-5151,2024-12-31
0225,방배,S1102,2호선,Bangbae,方背,일반역,,,37.481469,126.997627,서울교통공사,서울특별시 서초구 방배로 지하80(방배동),02-6110-2251,2024-12-31
P551,방이,S1105,5호선,Bangi,芳荑,일반역,,,37.508752,127.126054,서울교통공사,서울특별시 송파구 양재대로 지하1127(방이동),02-6311-5561,2024-12-31
0140,방촌,S2701,대구 도시철도 1호선,Bangchon,芳村,일반역,,,35.879929,128.669767,대구교통공사,동구 동촌로 지하275 (방촌동),053-984-7716,2025-03-31
1901,방학역,I4102,경원선,Banghak,放 鶴,일반역,,,37.667471,127.044295,한국철도공사,서울시 도봉구 도봉로 150다길 3,1588-7788,2025-04-08
0510,방화,S1105,5호선,Banghwa,傍花,일반역,,,37.577669,126.812822,서울교통공사,서울특별시 강서구 금낭화로 지하132(방화동),02-6311-5101,2024-12-31
1405,배방역,I4401,장항선,Baebang,排 芳,일반역,,,36.777541,127.052751,한국철도공사,충남 아산시 배방읍 온천대로 1967,1588-7788,2025-04-08
0303,배산,S2603,부산 도시철도 3호선,Baesan,盃山,일반역,,,35.1735,129.0955,부산광역시 부산교통공사,부산광역시 연제구 연수로 지하 229,051-678-6303,2022-11-30
1273,백마역,I4108,경의중앙선,Baengma,白 馬,환승역,I41WS,서해선,37.658346,126.794401,한국철도공사,경기도 고양시 일산동구 경의로 318(풍동 482-8),1588-7788,2025-04-08
1273,백마역,I41WS,서해선,Baengma,白馬,환승역,I4108,경의선,37.658346,126.794401,한국철도공사,경기도 고양시 일산동구 경의로 318(풍동 482-8),1544-7788,2024-12-31
1954,백석역,I4106,일산선,Baekseok,白 石,일반역,,,37.642973,126.788109,한국철도공사,경기도 고양시 일산동구 중앙로 1042,1588-7788,2025-04-08
1325,백양리역,I41K2,경춘선,Baegyang-ri,白楊里,일반역,,,37.830881,127.589085,한국철도공사,강원도 춘천시 남산면 북한강변길 690(강촌리 680-7),1588-7788,2025-04-08
1807,백운역,I1101,경인선,Baegun,白 雲,일반역,,,37.483301,126.707179,한국철도공사,인천시 부평구 마장로 55번길 14,1588-7788,2025-04-08
0632,버티고개,S1106,6호선,Beotigogae,-,일반역,,,37.547933,127.006948,서울교통공사,서울특별시 중구 다산로 지하38(신당동),02-6311-6321,2024-12-31
1457,범계역,I4103,안산과천선,Beomgye,범계,일반역,,,37.389783,126.950752,한국철도공사,경기도 안양시 동안구 동안로 지하 130,1588-7788,2025-04-08
U112,범골,L41U1,의정부,Beomgol,本果,일반역,,,37.7287279,127.0437202,의정부경량전철㈜,경기도 의정부시 신흥로 141,031-820-1000,2023-09-04
0118,범내골,S2601,부산 도시철도 1호선,Beomnaegol,凡內谷,일반역,,,35.14722,129.05917,부산광역시 부산교통공사,부산광역시 부산진구 중앙대로 지하 612,051-678-6118,2022-11-30
0340,범물,S2703,대구 도시철도 3호선,Beommul,凡勿,일반역,,,35.82083917,128.6401127,대구교통공사, 수성구 지범로 194(범물동),053-640-7611,2025-03-31
0233,범어,S2702,대구 도시철도 2호선,Beomeo,泛魚,일반역,,,35.8591,128.6257,대구교통공사,수성구 달구벌대로 지하2396 (범어동),053-756-9376,2025-03-31
0133,범어사,S2601,부산 도시철도 1호선,Beomeosa,梵魚寺,일반역,,,35.27333,129.09268,부산광역시 부산교통공사,부산광역시 금정구 중앙대로 지하 2107,051-678-6133,2022-11-30
0117,범일,S2601,부산 도시철도 1호선,Beomil,凡一,일반역,,,35.14139,129.05944,부산광역시 부산교통공사,부산광역시 동구 범일로 지하 108,051-678-6117,2022-11-30
8009,벡스코역,I26K6,동해선,BEXCO,벡스코,환승역,S2602,부산 도시철도 2호선,35.1717,129.135958,한국철도공사,부산광역시 해운대구 우동 1111-2,1588-7788,2025-04-08
0205,벡스코,S2602,부산 도시철도 2호선,BEXCO,BEXCO,환승역,S2602+I26K6,부산 도시철도 2호선+동해선,35.16911,129.138431,부산광역시 부산교통공사,부산광역시 해운대구 해운대로 지하 396,051-678-6205,2022-11-30
804,별내역,S4108,수도권 광역철도 8호선,Byeollae,別內,환승역,I41K2,수도권 전절 경춘선,37.642517,127.1273,남양주도시공사,경기도 남양주시 경춘북로 375(별내동),02-6311-8041,2024-09-12
1313,별내역,I41K2,경춘선,Byeollae,別 內,환승역,S1108,수도권 도시철도 8호선,37.642221,127.127208,한국철도공사,경기도 남양주시 경춘북로 375(별내동 182-5),1588-7788,2025-04-08
0408,별내별가람역,I4104,진접선,ByeollaeByeolgaram,別內별가람,일반역,,,37.667833,127.116167,남양주도시공사,경기도 남양주시 별내3로 지하 345,02-6110-1901,2022-08-31
1716,병점역,I4101,경부선,Byeongjeom,餠 店,일반역,,,37.206821,127.033268,한국철도공사,경기도 화성시 떡전골로 97,1588-7788,2025-04-08
0742,보라매,S1107,7호선,Boramae,-,일반역,,,37.499916,126.920112,서울교통공사,서울특별시 동작구 상도로 지하2(대방동),02-6311-7421,2024-12-31
S404,보라매,L11SL,수도권 경량도시철도 신림선,Boramae,波拉美,환승역,S1107,수도권  도시철도 7호선,37.500312709,126.920485864,남서울경전철 주식회사,서울특별시 동작구 상도로 지하2 (대방동),02-890-2227~8,2025-09-23
S405,보라매공원,L11SL,수도권 경량도시철도 신림선,Boramae Park,波拉美公园,일반역,,,37.495225405,126.918258811,남서울경전철 주식회사,서울특별시 동작구 여의대방로20길 지하11 (신대방동),02-890-2227~8,2025-09-23
S406,보라매병원,L11SL,수도권 경량도시철도 신림선,Boramae Medical Center,波拉美医院,일반역,,,37.4929607,126.923886,남서울경전철 주식회사,서울특별시 동작구 보라매로5길 지하24 (신대방동),02-890-2227~8,2025-09-23
0638,보문,S1106,6호선,Bomun,普門,일반역,S1106,수도권  도시철도 6호선,37.585426,127.019722,서울교통공사,서울특별시 성북구 보문로 지하116(보문동1가),02-6311-6381,2024-12-31
S121,보문,L11UI,우이신설선,Bomun,普門,환승역,S1106,수도권 도시철도 6호선,37.58551,127.01939,우이신설경전철운영㈜,서울특별시 성북구 보문동1가 127-6,-,2022-05-25
1914,보산역,I4102,경원선,Bosan,保 山,일반역,,,37.914268,127.057134,한국철도공사,경기도 동두천시 평화로 2539(보산동),1588-7788,2025-04-08
1861,보정역,I4105,분당선,Bojeong,寶 亭,일반역,,,37.31274,127.108219,한국철도공사,경기도 용인시 기흥구 용구대로 2560  _x000D_,1588-7788,2025-04-08
Y122,보평,L41E1,에버라인,Bopyeong,洑坪,일반역,L41E1,수도권  경량도시철도 에버라인,37.25896427,127.2184808,경기도 용인경전철,경기도 용인시 처인구 경안천로 313,031-329-3578,2025-03-25
0820,복정,S1108,8호선,Bokjeong,福井,환승역,I41K1,수도권  광역철도 분당,37.471016,127.126746,서울교통공사,서울특별시 송파구 송파대로 지하6(장지동),02-6311-8201,2024-12-31
1031,복정역,I4105,분당선,Bokjeong,福 井,환승역,S1108,수도권 도시철도 8호선,37.469753,127.126627,한국철도공사,서울특별시 송파구 송파대로 6,1588-7788,2025-04-08
1401,봉명역,I4401,장항선,Bongmyeong,鳳鳴,일반역,,,36.801578,127.136319,한국철도공사,충남 천안시 동남구 차돌로 51(봉명동 20-2),1588-7788,2025-04-08
4129,봉은사,S1109,수도권  도시철도 9호선,Bongeunsa,奉恩寺,일반역,,,37.514219,127.060245,서울시메트로9호선㈜,서울특별시 강남구 봉은사로 601,02-2656-0929,1900-01-00
0229,봉천,S1102,2호선,Bongcheon,奉天,일반역,,,37.482416,126.941696,서울교통공사,서울특별시 관악구 남부순환로 지하1721(봉천동),02-6110-2291,2024-12-31
0647,봉화산(서울의료원),S1106,6호선,Bonghwasan (Seoul Medical Center),烽火山(서울醫療院),일반역,,,37.617429,127.0912326,서울교통공사,서울특별시 중랑구 신내로 지하232(신내동),02-6311-6471,2024-12-31
0016,봉황,L48B1,부산김해경전철,Bonghwang,鳳凰,일반역,,,35.22726757,128.8743069,부산-김해경전철㈜,경상남도 김해시 김해대로 2249,055-310-9616,2022-04-27
1815,부개역,I1101,경인선,Bugae,富 開,일반역,,,37.488479,126.740549,한국철도공사,인천시 부평구 수변로 22,1588-7788,2025-04-08
1509,부발역,I41K5,경강선,Bubal,夫鉢,일반역,,,37.260411,127.490303,한국철도공사,경기도 이천시 부발읍 신아로 87,1588-7788,2025-04-08
0113,부산역,S2601,부산 도시철도 1호선,Busan Station,釜山驛,일반역,,,35.11528,129.03972,부산광역시 부산교통공사,부산광역시 동구 중앙대로 지하 200,051-678-6113,2022-11-30
0128,부산대,S2601,부산 도시철도 1호선,Pusan Nat’l Univ.,釜山大學校,일반역,,,35.23,129.08944,부산광역시 부산교통공사,부산광역시 금정구 장전온천천로 48,051-678-6128,2022-11-30
0241,부산대양산캠퍼스,S2602,부산 도시철도 2호선,Pusan Nat’l Univ. Yangsan Campus,釜山大梁山Campus,일반역,,,35.31697,129.01383,부산광역시 부산교통공사,경상남도 양산시 물금읍 메기로 270,051-678-6241,2022-11-30
8015,부산원동역,I26K6,동해선,Busanwondong,釜山院洞,일반역,,,35.1938,129.113709,한국철도공사,부산시 동래구 안락동 52-2,1588-7788,2025-04-08
0115,부산진,S2601,부산 도시철도 1호선,Busanjin,釜山鎭,일반역,,,35.12778,129.04778,부산광역시 부산교통공사,부산광역시 동구 중앙대로 지하 350,051-678-6115,2022-11-30
0220,부암,S2602,부산 도시철도 2호선,Buam,釜岩,일반역,,,35.15744,129.05019,부산광역시 부산교통공사,부산광역시 부산진구 가야대로 지하 719,051-678-6220,2022-11-30
0015,부원,L48B1,부산김해경전철,Buwon,府院,일반역,,,35.22646624,128.8838997,부산-김해경전철㈜,경상남도 김해시 김해대로 2350,055-310-9615,2022-04-27
8001,부전역,I26K6,동해선,Bujeon,釜 田,일반역,,,35.164668,129.06011,한국철도공사,부산광역시 부산진구 부전로 181,1588-7788,2025-04-08
0120,부전,S2601,부산 도시철도 1호선,Bujeon,釜田,일반역,,,35.1625,129.06278,부산광역시 부산교통공사,부산광역시 부산진구 중앙대로 지하 786,051-678-6120,2022-11-30
1804,부천역,I1101,경인선,Bucheon,富 川,일반역,,,37.484066,126.782779,한국철도공사,경기도 부천시 소사구 부천로 1,1588-7788,2025-04-08
3757,부천시청,S1107,도시철도 7호선,Bucheon City Hall,富川市廳,일반역,,,37.504611,126.763561,인천교통공사,경기도 부천시 원미구 길주로 지하 202 (중동),032-451-1343,2022-04-30
3754,부천종합운동장,S1107,도시철도 7호선,Bucheon Stadium,富川綜合運動場,일반역,,,37.505381,126.79735,인천교통공사,경기도 부천시 원미구 길주로 지하 502 (춘의동),032-451-1313,2022-04-30
1982,부천종합운동장역,I41WS,서해선,Bucheon Stadium,富川綜合運動場,환승역,S1107,수도권 도시철도 7호선,37.505852,126.797498,한국철도공사,경기도 부천시 길주로 지하 502,1588-7788,2025-04-08
1806,부평역,I1101,경인선,Bupyeong,富 平,환승역,S2801,인천지하철 1호선,37.489457,126.724584,한국철도공사,인천시 부평구 광장로 16,1588-7788,2025-04-08
3120,부평,S2801,인천지하철 1호선,Bupyeong,富平,환승역,S2801+S1101,경인선,37.490541,126.723437,인천교통공사,인천광역시 부평구 광장로 15,032-515-9103,2022-04-30
3761,부평구청,S1107,도시철도 7호선,Bupyeong-gu office,富平區廳,환승역,S1107+S2801,인천1호선,37.507523,126.721356,인천교통공사,인천광역시 부평구 길주로 지하 527 (갈산동),032-451-1383,2022-04-30
3118,부평구청,S2801,인천지하철 1호선,Bupyeong-gu Office,富平區廳,환승역,S2801+S1107,7호선,37.508768,126.720547,인천교통공사,인천광역시 부평구 부평대로 189,032-513-9103,2022-04-30
3122,부평삼거리,S2801,인천지하철 1호선,Bupyeongsamgeori,富平三거리,일반역,-,-,37.478267,126.710494,인천교통공사,인천광역시 부평구 경인로 765,032-516-3122,2022-04-30
3119,부평시장,S2801,인천지하철 1호선,Bupyeong Market,富平市場,일반역,-,-,37.498495,126.722282,인천교통공사,인천광역시 부평구 부평대로 69,032-512-3119,2022-04-30
0148,부호(경일대·호산대),S2701,대구 도시철도 1호선,Buho(Kyungil University･Hosan University),釜湖(慶一大･瑚山大),일반역,,,35.9002809,128.8031144,대구교통공사,경산시 하양읍 대경로 528,053-857-8713,2025-03-31
0326,"북구청
(대구iM뱅크파크)",S2703,대구 도시철도 3호선,"Buk-gu Office
(DGB Daegu Bank Park)",北區廳(DGB大邱銀行Park),일반역,,,35.88381395,128.5814483,대구교통공사, 서구 원대로 71(원대동2가),053-640-7521,2025-03-31
7003,북삼역,I27K7,대경선,Buksam,北 三,일반역,,,36.0560326479866,128.345278,한국철도공사,경북 칠곡군 북삼읍 율리 847,1588-7788,2026-02-28 00:00:00
S118,북한산보국문,L11UI,우이신설선,Bukhansan Bogungmun,北漢山輔國門,일반역,,,37.61233,127.00816,우이신설경전철운영㈜,서울특별시 성북구 보국문로 지하 88,-,2022-05-25
S110,북한산우이,L11UI,우이신설선,BukhansanUI,北漢山牛耳,일반역,,,37.66284,127.01272,우이신설경전철운영㈜,서울특별시 강북구 삼양로 지하 676,-,2022-05-25
0322,불광,I1103,3호선,Bulgwang,佛光,환승역,S1106,수도권  도시철도 6호선,37.610154,126.930183,서울교통공사,서울특별시 은평구 통일로 지하723-1(대조동),02-6110-3221,2024-12-31
0612,불광,S1106,6호선,Bulgwang,佛光,환승역,I1103,수도권  광역철도 3호선,37.610919,126.929504,서울교통공사,서울특별시 은평구 통일로 지하723-1(대조동),02-6311-6121,2024-12-31
0010,불암,L48B1,부산김해경전철,Buram,佛岩,일반역,,,35.222162,128.927893,부산-김해경전철㈜,경상남도 김해시 김해대로 2787,055-310-9610,2022-04-27
0409,불암산,I1104,4호선,Danggogae,-,일반역,,,37.67009,127.079004,서울교통공사,서울특별시 노원구 상계로 305(상계동),02-6110-4091,2024-12-31
0722,사가정,S1107,7호선,Sagajeong,四佳亭,일반역,,,37.580912,127.088502,서울교통공사,서울특별시 중랑구 사가정로 지하393(면목동),02-6311-7221,2024-12-31
